/class/@label;/class/aliases/alias/@title
扣除非经常性损益后的净利润;扣除非经常性损益后净利润
扣除非经常性损益后的净利润;扣除非经常性收益的净利润
扣除非经常性损益后的净利润;扣除非经常损益后的净利润
扣除非经常性损益后的净利润;扣除非正常性损益的净利润
扣除非经常性损益后的净利润;扣除非经常性损益后的
扣除非经常性损益后的净利润;扣除非经常性损益后的利润
扣除非经常性损益后的净利润;
每股收益eps(ttm);
月最高收盘价;最高收盘价
月最高收盘价;
每股收益eps-最新股本摊薄;每股收益eps(最新摊薄)
每股收益eps-最新股本摊薄;每股收益(按最新总股本调整)
每股收益eps-最新股本摊薄;每股收益-最新股本摊薄
每股收益eps-最新股本摊薄;
评级减持家数;评级减持
评级减持家数;
应付福利费;
单季度.投资损失(减收益);单季度投资损失(减收益)
单季度.投资损失(减收益);
单季度.综合收益总额;单季度综合收益总额
单季度.综合收益总额;
预测主营业务收入增长率;预测收入增长率
预测主营业务收入增长率;预测主营业务增长率
预测主营业务收入增长率;
区间最低收盘价;最低收盘价
区间最低收盘价;
年换手率;换手率
年换手率;
担保总额占净资产比例;
投资、筹资活动产生的汇兑损益;
可供股东分配的利润差额(合计平衡项目);
首发发行日期;
资产差额(合计平衡项目);
未分配利润;财务报表.资产负债表.未分配利润
未分配利润;未分利润
未分配利润;未分派利润
未分配利润;未分配
未分配利润;末分配利润
未分配利润;
购建固定无形和长期资产支付的现金;
股息率(股票获利率);股票获利率
股息率(股票获利率);股息率
股息率(股票获利率);投资收益率
股息率(股票获利率);股价分红比
股息率(股票获利率);股息
股息率(股票获利率);股息收益率
股息率(股票获利率);分红率
股息率(股票获利率);股息支付率
股息率(股票获利率);
现金流量表附注财务费用;现金流量表.现金流量表附注财务费用
现金流量表附注财务费用;
业绩快报.主营业务收入;业绩快报主营业务收入
业绩快报.主营业务收入;
首发上市日期;首发时间
首发上市日期;上市日期
首发上市日期;上市时间
首发上市日期;上市第一天
首发上市日期;几号上市
首发上市日期;首发
首发上市日期;首发上市
首发上市日期;ipo
首发上市日期;上市
首发上市日期;
定期报告实际披露日期;年报披露日期
定期报告实际披露日期;披露日期
定期报告实际披露日期;
以固定资产偿还债务;
应交增值税-年初未抵扣数;
应付分保账款;
销售毛利率;销售毛率
销售毛利率;产品毛利率
销售毛利率;每股毛利率
销售毛利率;毛利润率
销售毛利率;毛利率
销售毛利率;综合毛利率
销售毛利率;毛利
销售毛利率;
分红对象;
非流动资产处置净损失;
稀释每股收益;
交易性金融负债;
企业存款-平均余额;
单季度.金融机构其他往来收到的现金净额;单季度金融机构其他往来收到的现金净额
单季度.金融机构其他往来收到的现金净额;
融券余额;
归属母公司股东的净利润(同比增长率);归属母公司股东的净利润同比增长率
归属母公司股东的净利润(同比增长率);归属母公司股东的净利润
归属母公司股东的净利润(同比增长率);业绩增幅
归属母公司股东的净利润(同比增长率);归属母公司净利润增长率
归属母公司股东的净利润(同比增长率);业绩增长率
归属母公司股东的净利润(同比增长率);归属母公司净利润同比
归属母公司股东的净利润(同比增长率);归属母公司净利润同比增长率
归属母公司股东的净利润(同比增长率);股东收益
归属母公司股东的净利润(同比增长率);净利润增幅
归属母公司股东的净利润(同比增长率);
成交量;量能
成交量;交易量
成交量;总手
成交量;成交总手
成交量;成交数量
成交量;成交量
成交量;成交
成交量;
拆出资金的减少(减增加);
存放联行款项;
吸收权益性投资所收到的现金;
长期债务与营运资金比率;
相对大盘区间涨跌幅;相对大盘涨跌幅
相对大盘区间涨跌幅;相对上证指数涨跌
相对大盘区间涨跌幅;
无形资产减值准备;
贷款总额;
香港上市股;
一月内评级维持家数;
单季度.净利润／营业总收入;单季度净利润／营业总收入
单季度.净利润／营业总收入;单季度.净利润/营业总收入
单季度.净利润／营业总收入;
企业年金持股数量;
配股获准公告日;
主动买入特大单金额;特大买单
主动买入特大单金额;
资本支出／折旧和摊销;资本支出/折旧和摊销
资本支出／折旧和摊销;
其他非流动资产;
联行存放款项;
大股东持股比例;高管大股东最新持仓比
大股东持股比例;前十股东占比
大股东持股比例;大股东实际控制比例
大股东持股比例;大股东持仓比
大股东持股比例;大股东持股
大股东持股比例;大股东股本占比
大股东持股比例;股东持股比例
大股东持股比例;大股东
大股东持股比例;股东持股
大股东持股比例;
归属于少数股东的综合收益总额;
每股企业自由现金流量;每股自由现金流量
每股企业自由现金流量;企业自由现金流量fcff
每股企业自由现金流量;每股自由现金流
每股企业自由现金流量;
现金的期末余额;
月前收盘价;前收盘价
月前收盘价;收盘价
月前收盘价;
对价支付现金支付日;
存货跌价准备-原材料;
小单买入金额;小单买入净额
小单买入金额;
保户储金净增加额;
单季度.利润总额;单季度利润总额
单季度.利润总额;
单季度.公允价值变动损失;单季度现金流量表-公允价值变动损失
单季度.公允价值变动损失;单季度公允价值变动损失
单季度.公允价值变动损失;
同花顺代码;童话顺代码
同花顺代码;同同花代码
同花顺代码;
被动卖出大单金额;
无形资产减值准备-土地使用权;
增发发行方式;
收盘价;股票价
收盘价;股价线
收盘价;收
收盘价;价格
收盘价;市价
收盘价;多少钱收盘
收盘价;收价
收盘价;收市价
收盘价;收盘
收盘价;收盘报价
收盘价;收盘股价
收盘价;日收盘价格
收盘价;每股价格
收盘价;每股股价
收盘价;收盘价
收盘价;股价
收盘价;
预测每股股利(dps)平均值;每股股利(税后)
预测每股股利(dps)平均值;预测每股股利平均值
预测每股股利(dps)平均值;
年初未分配利润;
单季度.价值变动净收益;单季度价值变动净收益
单季度.价值变动净收益;
预测研究员;
同业存放和系统内存放款项吸收与支付净额;
预测利润总额标准差;
单季度.金融企业往来收入;单季度金融企业往来收入
单季度.金融企业往来收入;
净资产(同比增长率);净资产增长率
净资产(同比增长率);净资产同比增长率
净资产(同比增长率);净资产同比
净资产(同比增长率);股东权益合计
净资产(同比增长率);
单季度.支付其他与筹资活动有关的现金;单季度支付其他与筹资活动有关的现金
单季度.支付其他与筹资活动有关的现金;单季度.支付的其他与筹资活动有关的现金
单季度.支付其他与筹资活动有关的现金;
区间前收盘价;前收盘价
区间前收盘价;
长期待摊费用;
资产减值损失;
单季度.营业税金及附加;单季度营业税金及附加
单季度.营业税金及附加;
净资产收益率(摊薄)(同比增长率);摊薄净资产收益率同比增长率
净资产收益率(摊薄)(同比增长率);roe增长率
净资产收益率(摊薄)(同比增长率);净资产收益率增长率
净资产收益率(摊薄)(同比增长率);净资产收益率
净资产收益率(摊薄)(同比增长率);净资产收益率roe(摊薄,公布值)
净资产收益率(摊薄)(同比增长率);
b股合计;
年收盘价;收盘价
年收盘价;
主营构成(按地区)-项目成本;
单季度.支付其他与经营活动有关的现金;单季度支付其他与经营活动有关的现金
单季度.支付其他与经营活动有关的现金;单季度.支付的其他与经营活动有关的现金
单季度.支付其他与经营活动有关的现金;
单季度.向其他金融机构拆入资金净增加额;单季度向其他金融机构拆入资金净增加额
单季度.向其他金融机构拆入资金净增加额;
销售净利率;净利率
销售净利率;
基金持股数量;
向机构投资者增发部分上市日期;
基金管理公司持股比例;基金公司持股比例
基金管理公司持股比例;
月最低收盘价日;最低收盘价日
月最低收盘价日;
其他业务利润;
除权除息日;除权除息登记日
除权除息日;何时送股
除权除息日;红利发放日
除权除息日;除权日
除权除息日;除权除息
除权除息日;除权
除权除息日;
分红方案进度;
商务部批准日期;
市值配售日期;
投资收益;投资收入
投资收益;
每股收益eps-稀释;稀释每股收益
每股收益eps-稀释;
评级中性家数;
每10股支付股数(对价);
单季度.分配股利、利润和偿付利息所支付的现金;单季度分配股利、利润和偿付利息所支付的现金
